I0101 00:00:07.460472 432] [MCU] Process0x03_0x37_0x01 - TaskID=0,sendID=0,recvcount=100,walkstate=0,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:32.327669 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:34.828653 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:37.328167 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:39.828487 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:42.327875 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=11900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:44.828742 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=12000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:47.358215 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=12100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:49.859009 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=12200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:52.358665 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=12300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:54.858978 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=12400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:57.358922 432] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=12500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:43:59.859184 432] [MCU] Process0x03_0x37_0x01 - TaskID=10003,sendID=10003,recvcount=12600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:44:02.358911 432] [MCU] Process0x03_0x37_0x01 - TaskID=10003,sendID=10003,recvcount=12700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:44:04.859580 432] [MCU] Process0x03_0x37_0x01 - TaskID=10004,sendID=10004,recvcount=12800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:44:07.359448 432] [MCU] Process0x03_0x37_0x01 - TaskID=10005,sendID=10005,recvcount=12900,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=126, wheelR=-128, Algorithm=0, Ultrasonic=0
I1212 11:44:09.858798 432] [MCU] Process0x03_0x37_0x01 - TaskID=10005,sendID=10005,recvcount=13000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:44:12.358669 432] [MCU] Process0x03_0x37_0x01 - TaskID=10006,sendID=10006,recvcount=13100,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=324, wheelR=-288, Algorithm=0, Ultrasonic=0
I1212 11:44:14.859306 432] [MCU] Process0x03_0x37_0x01 - TaskID=10006,sendID=10006,recvcount=13200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:44:17.359397 432] [MCU] Process0x03_0x37_0x01 - TaskID=10010,sendID=10010,recvcount=13300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-246, wheelR=248, Algorithm=0, Ultrasonic=0
I1212 11:44:19.858856 432] [MCU] Process0x03_0x37_0x01 - TaskID=10012,sendID=10012,recvcount=13400,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=298, wheelR=-328, Algorithm=0, Ultrasonic=0
I1212 11:44:22.358839 432] [MCU] Process0x03_0x37_0x01 - TaskID=10014,sendID=10014,recvcount=13500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-256, wheelR=308, Algorithm=0, Ultrasonic=0
I1212 11:44:24.859163 432] [MCU] Process0x03_0x37_0x01 - TaskID=10016,sendID=10016,recvcount=13600,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=288, wheelR=-310, Algorithm=0, Ultrasonic=0
I1212 11:44:27.359104 432] [MCU] Process0x03_0x37_0x01 - TaskID=10018,sendID=10018,recvcount=13700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-424, wheelR=418, Algorithm=0, Ultrasonic=0
I1212 11:44:29.859124 432] [MCU] Process0x03_0x37_0x01 - TaskID=10020,sendID=10020,recvcount=13800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=500, wheelR=-500, Algorithm=0, Ultrasonic=0
I1212 11:44:32.359561 432] [MCU] Process0x03_0x37_0x01 - TaskID=10021,sendID=10021,recvcount=13900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-154, wheelR=130, Algorithm=0, Ultrasonic=0
I1212 11:44:34.859846 432] [MCU] Process0x03_0x37_0x01 - TaskID=10023,sendID=10023,recvcount=14000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=4, Algorithm=0, Ultrasonic=0
I1212 11:44:37.359620 432] [MCU] Process0x03_0x37_0x01 - TaskID=10026,sendID=10026,recvcount=14100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-134, wheelR=118, Algorithm=0, Ultrasonic=0
I1212 11:44:39.859915 432] [MCU] Process0x03_0x37_0x01 - TaskID=10028,sendID=10028,recvcount=14200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=6, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:44:42.360329 432] [MCU] Process0x03_0x37_0x01 - TaskID=10029,sendID=10029,recvcount=14300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:44:44.859477 432] [MCU] Process0x03_0x37_0x01 - TaskID=10032,sendID=10032,recvcount=14400,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=160, wheelR=-140, Algorithm=0, Ultrasonic=0
I1212 11:44:47.359966 432] [MCU] Process0x03_0x37_0x01 - TaskID=10033,sendID=10033,recvcount=14500,walkstate=6,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-374, wheelR=384, Algorithm=0, Ultrasonic=0
I1212 11:44:49.859592 432] [MCU] Process0x03_0x37_0x01 - TaskID=10037,sendID=10037,recvcount=14600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-174, wheelR=190, Algorithm=0, Ultrasonic=0
I1212 11:44:52.360095 432] [MCU] Process0x03_0x37_0x01 - TaskID=10038,sendID=10038,recvcount=14700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-194, wheelR=200, Algorithm=0, Ultrasonic=0
I1212 11:44:54.860764 432] [MCU] Process0x03_0x37_0x01 - TaskID=10040,sendID=10040,recvcount=14800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=362, wheelR=-384, Algorithm=0, Ultrasonic=0
I1212 11:44:57.360065 432] [MCU] Process0x03_0x37_0x01 - TaskID=10041,sendID=10041,recvcount=14900,walkstate=6,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-294, wheelR=290, Algorithm=0, Ultrasonic=0
I1212 11:44:59.860052 432] [MCU] Process0x03_0x37_0x01 - TaskID=10043,sendID=10043,recvcount=15000,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=398, wheelR=-382, Algorithm=0, Ultrasonic=0
I1212 11:45:02.360344 432] [MCU] Process0x03_0x37_0x01 - TaskID=10045,sendID=10045,recvcount=15100,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-484, wheelR=480, Algorithm=0, Ultrasonic=0
I1212 11:45:04.860776 432] [MCU] Process0x03_0x37_0x01 - TaskID=10048,sendID=10048,recvcount=15200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-118, wheelR=126, Algorithm=0, Ultrasonic=0
I1212 11:45:07.360183 432] [MCU] Process0x03_0x37_0x01 - TaskID=10049,sendID=10049,recvcount=15300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=286, wheelR=-282, Algorithm=0, Ultrasonic=0
I1212 11:45:09.860127 432] [MCU] Process0x03_0x37_0x01 - TaskID=10050,sendID=10050,recvcount=15400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:45:12.360325 432] [MCU] Process0x03_0x37_0x01 - TaskID=10052,sendID=10052,recvcount=15500,walkstate=6,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-340, wheelR=338, Algorithm=0, Ultrasonic=0
I1212 11:45:14.860563 432] [MCU] Process0x03_0x37_0x01 - TaskID=10055,sendID=10055,recvcount=15600,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=400, wheelR=-416, Algorithm=0, Ultrasonic=0
I1212 11:45:17.360930 432] [MCU] Process0x03_0x37_0x01 - TaskID=10057,sendID=10057,recvcount=15700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-458, wheelR=460, Algorithm=0, Ultrasonic=0
I1212 11:45:19.860896 432] [MCU] Process0x03_0x37_0x01 - TaskID=10060,sendID=10060,recvcount=15800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=2, wheelR=78, Algorithm=0, Ultrasonic=0
I1212 11:45:22.360327 432] [MCU] Process0x03_0x37_0x01 - TaskID=10061,sendID=10061,recvcount=15900,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=126, wheelR=-124, Algorithm=0, Ultrasonic=0
I1212 11:45:24.861200 432] [MCU] Process0x03_0x37_0x01 - TaskID=10062,sendID=10062,recvcount=16000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:45:27.360813 432] [MCU] Process0x03_0x37_0x01 - TaskID=10064,sendID=10064,recvcount=16100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:45:29.861652 432] [MCU] Process0x03_0x37_0x01 - TaskID=10065,sendID=10065,recvcount=16200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-258, wheelR=258, Algorithm=0, Ultrasonic=0
I1212 11:45:32.360550 432] [MCU] Process0x03_0x37_0x01 - TaskID=10067,sendID=10067,recvcount=16300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=500, wheelR=-490, Algorithm=0, Ultrasonic=0
I1212 11:45:34.861166 432] [MCU] Process0x03_0x37_0x01 - TaskID=10068,sendID=10068,recvcount=16400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-96, wheelR=-6, Algorithm=0, Ultrasonic=0
I1212 11:45:37.360891 432] [MCU] Process0x03_0x37_0x01 - TaskID=10070,sendID=10070,recvcount=16500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-176, wheelR=190, Algorithm=0, Ultrasonic=0
I1212 11:45:39.861129 432] [MCU] Process0x03_0x37_0x01 - TaskID=10073,sendID=10073,recvcount=16600,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:45:42.361480 432] [MCU] Process0x03_0x37_0x01 - TaskID=10075,sendID=10075,recvcount=16700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=446, wheelR=-438, Algorithm=0, Ultrasonic=0
I1212 11:45:44.860949 432] [MCU] Process0x03_0x37_0x01 - TaskID=10076,sendID=10076,recvcount=16800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-258, wheelR=264, Algorithm=0, Ultrasonic=0
I1212 11:45:47.361111 432] [MCU] Process0x03_0x37_0x01 - TaskID=10079,sendID=10079,recvcount=16900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:45:49.861200 432] [MCU] Process0x03_0x37_0x01 - TaskID=10079,sendID=10079,recvcount=17000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 11:45:52.361652 432] [MCU] Process0x03_0x37_0x01 - TaskID=10079,sendID=10079,recvcount=17100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:07.541869 433] [MCU] Process0x03_0x37_0x01 - TaskID=0,sendID=0,recvcount=100,walkstate=0,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:10.042809 433] [MCU] Process0x03_0x37_0x01 - TaskID=0,sendID=0,recvcount=200,walkstate=0,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:12.542385 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:15.041976 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:17.542474 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I0101 00:00:20.042812 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:03:43.196282 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:03:45.696364 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:03:48.197314 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:03:50.697088 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:03:53.197039 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:03:55.696967 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:03:58.196568 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:00.697006 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:03.196635 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:05.697341 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:08.197049 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:10.696998 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:13.197554 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=1900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:15.696996 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:18.197093 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:20.697194 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:23.197650 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:25.698035 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:28.197685 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:30.697336 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:33.197659 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:35.697466 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=2800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1212 10:04:38.197692 433] [MCU] Process0x03_0x37_0x01 - TaskID=10002,sendID=10002,recvcount=
I1211 20:41:06.423262 432] [MCU] Process0x03_0x37_0x01 - TaskID=10155,sendID=10155,recvcount=24400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:41:08.923342 432] [MCU] Process0x03_0x37_0x01 - TaskID=10156,sendID=10156,recvcount=24500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=62, wheelR=-48, Algorithm=0, Ultrasonic=0
I1211 20:41:11.423499 432] [MCU] Process0x03_0x37_0x01 - TaskID=10158,sendID=10158,recvcount=24600,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:41:13.924255 432] [MCU] Process0x03_0x37_0x01 - TaskID=10159,sendID=10159,recvcount=24700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=278, wheelR=-298, Algorithm=0, Ultrasonic=0
I1211 20:41:16.422966 432] [MCU] Process0x03_0x37_0x01 - TaskID=10159,sendID=10159,recvcount=24800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:41:18.922981 432] [MCU] Process0x03_0x37_0x01 - TaskID=10160,sendID=10160,recvcount=24900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:41:21.423115 432] [MCU] Process0x03_0x37_0x01 - TaskID=10162,sendID=10162,recvcount=25000,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=324, wheelR=-336, Algorithm=0, Ultrasonic=0
I1211 20:41:23.923416 432] [MCU] Process0x03_0x37_0x01 - TaskID=10162,sendID=10162,recvcount=25100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:41:26.423868 432] [MCU] Process0x03_0x37_0x01 - TaskID=10163,sendID=10163,recvcount=25200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=320, wheelR=-278, Algorithm=0, Ultrasonic=0
I1211 20:41:28.923918 432] [MCU] Process0x03_0x37_0x01 - TaskID=10163,sendID=10163,recvcount=25300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:41:31.423396 432] [MCU] Process0x03_0x37_0x01 - TaskID=10165,sendID=10165,recvcount=25400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:41:33.923517 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=25500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
